GroupName,DisplayName,MessageType,MessageText,Timestamp,ReceivedTime,EventId,MessageId,SourceType,RoomId,GroupId,UserId,IsRedelivery
,,text,"現在反應的帳號,是之前提供的帳號清單哦",2026-09-23T15:55:06.942Z,2026-09-23T15:55:08.218Z,01M37FMN9SX3CSKF9P1EMY0W88,633084224143884480,group,,C2c549064704ebbb6cb2f1bdd3d393017,U031a5e5b45aef4f97c4f7e38e28ed6e7,False
,,text,"我們同仁現在在現場,不好意思，可以現在先幫忙新增此帳號嗎(yunyuan02)",2026-09-23T15:57:04.943Z,2026-09-23T15:57:06.313Z,01M37FR8HB01ARKW29VQHR18RA,633084422115033310,group,,C2c549064704ebbb6cb2f1bdd3d393017,U031a5e5b45aef4f97c4f7e38e28ed6e7,False
,,text,稍等唷,2026-09-23T15:58:53.506Z,2026-09-23T15:58:54.877Z,01M37FVJHSR168KYQ0FQMCN8DZ,633084604248490418,group,,C2c549064704ebbb6cb2f1bdd3d393017,U4d9f54836b8d13fec6ac621b41794b6e,False
,,text,"fetappuser,Fet@20260924",2026-09-23T16:03:08.531Z,2026-09-23T16:03:09.317Z,01M37G3B5PVEHBMKS8FV8TN28B,633085032017691034,group,,C2c549064704ebbb6cb2f1bdd3d393017,U4d9f54836b8d13fec6ac621b41794b6e,False
,,text,請現場工班都先以這一組帳號進行,2026-09-23T16:03:22.599Z,2026-09-23T16:03:23.968Z,01M37G3SAZF48SDZ32GXXFX24Y,633085055723372630,group,,C2c549064704ebbb6cb2f1bdd3d393017,U4d9f54836b8d13fec6ac621b41794b6e,False
,,text,@Yun ,2026-09-23T16:03:59.826Z,2026-09-23T16:04:01.078Z,01M37G4XPFPQS349TTAJ4DRA3N,633085118168170781,group,,C2c549064704ebbb6cb2f1bdd3d393017,U031a5e5b45aef4f97c4f7e38e28ed6e7,False
,,text,你試試,2026-09-23T16:04:07.072Z,2026-09-23T16:04:07.967Z,01M37G54D7HXVY93RGS49K87KQ,633085130231775336,group,,C2c549064704ebbb6cb2f1bdd3d393017,U031a5e5b45aef4f97c4f7e38e28ed6e7,False
,,text,可登入,2026-09-23T16:04:25.430Z,2026-09-23T16:04:27.031Z,01M37G5PPJ98RMKNGYZGT3SRPA,633085161134620792,group,,C2c549064704ebbb6cb2f1bdd3d393017,Uf67b20a12789d20059644985db821e1e,False
,,text,感謝,2026-09-23T16:04:29.148Z,2026-09-23T16:04:30.317Z,01M37G5TAKJSM955BXS6V6F6Q2,633085167358968123,group,,C2c549064704ebbb6cb2f1bdd3d393017,Uf67b20a12789d20059644985db821e1e,False
,,text,感謝alan~,2026-09-23T16:04:41.712Z,2026-09-23T16:04:42.821Z,01M37G66KDBC54J7C70EPZ3WPM,633085188447928512,group,,C2c549064704ebbb6cb2f1bdd3d393017,U031a5e5b45aef4f97c4f7e38e28ed6e7,False
,,text,請問目前在外工班大約幾組,2026-09-23T16:05:05.555Z,2026-09-23T16:05:06.947Z,01M37G6XWSRJFDNP82W32AYG0Y,633085228444811605,group,,C2c549064704ebbb6cb2f1bdd3d393017,U4d9f54836b8d13fec6ac621b41794b6e,False
,,text,先麻煩全部工班都先以這組帳號進行,2026-09-23T16:05:42.515Z,2026-09-23T16:05:43.462Z,01M37G81Q4BSC8YVA676M5KNAE,633085290336223388,group,,C2c549064704ebbb6cb2f1bdd3d393017,U4d9f54836b8d13fec6ac621b41794b6e,False
,,text,請問我明天要換裝的工班也是用這組嗎,2026-09-23T16:05:44.840Z,2026-09-23T16:05:51.560Z,01M37G8417SYYXFXR3K7EM19HH,633085294094057717,group,,C2c549064704ebbb6cb2f1bdd3d393017,U2b2b4c7ce3e093215de5a26b0f1060d1,False
,,text,明天會幫你們把帳號的問題處理好～,2026-09-23T16:06:08.925Z,2026-09-23T16:06:10.516Z,01M37G8VRS23MCVQ1YMGVYVWFE,633085334678667369,group,,C2c549064704ebbb6cb2f1bdd3d393017,U4d9f54836b8d13fec6ac621b41794b6e,False
,,text,收到,2026-09-23T16:06:15.729Z,2026-09-23T16:06:16.429Z,01M37G921BVSVTYTN8RHR1PRD8,633085346137768346,group,,C2c549064704ebbb6cb2f1bdd3d393017,U2b2b4c7ce3e093215de5a26b0f1060d1,False
,,text,請問這組是for遠傳的嗎,2026-09-23T16:06:25.237Z,2026-09-23T16:06:26.371Z,01M37G9BJN4PDYTGGEGFVYFG5D,633085362125668731,group,,C2c549064704ebbb6cb2f1bdd3d393017,U031a5e5b45aef4f97c4f7e38e28ed6e7,False
,,text,我這邊確認後沒問題 再麻煩妳們出發前先登入確認看看,2026-09-23T16:06:39.443Z,2026-09-23T16:06:40.329Z,01M37G9SDR5AKDHA8H2XR2V9ZS,633085385949315109,group,,C2c549064704ebbb6cb2f1bdd3d393017,U4d9f54836b8d13fec6ac621b41794b6e,False
,,text,For 今天狀況臨時使用的,2026-09-23T16:06:50.623Z,2026-09-23T16:06:51.809Z,01M37GA4FT0ETV6T6KP0SEPGJ1,633085404488400916,group,,C2c549064704ebbb6cb2f1bdd3d393017,U4d9f54836b8d13fec6ac621b41794b6e,False
,,text,明日出發前再跟您確認,2026-09-23T16:07:03.911Z,2026-09-23T16:07:04.728Z,01M37GAH4RQ58GFXPVBEH63H4E,633085426718736778,group,,C2c549064704ebbb6cb2f1bdd3d393017,U2b2b4c7ce3e093215de5a26b0f1060d1,False
,,text,感謝🙏,2026-09-23T16:07:12.079Z,2026-09-23T16:07:13.300Z,01M37GAS78BBBWDRYA24828PS4,633085440592969900,group,,C2c549064704ebbb6cb2f1bdd3d393017,U2b2b4c7ce3e093215de5a26b0f1060d1,False
,,text,@漢 明天你們大約幾點進行呢,2026-09-23T16:07:25.640Z,2026-09-23T16:07:26.680Z,01M37GB6J3A8J9B102ZSNJPJFZ,633085463443276033,group,,C2c549064704ebbb6cb2f1bdd3d393017,U4d9f54836b8d13fec6ac621b41794b6e,False
,,text,早上11點,2026-09-23T16:09:24.468Z,2026-09-23T16:09:25.843Z,01M37GETQEBXPVZYZ0S91720VH,633085662823711150,group,,C2c549064704ebbb6cb2f1bdd3d393017,U2b2b4c7ce3e093215de5a26b0f1060d1,False
,,text,好的 那我早上先優先處理這件事,2026-09-23T16:09:50.584Z,2026-09-23T16:09:51.875Z,01M37GFM7MH59RHFGMGAX2B23R,633085706478813305,group,,C2c549064704ebbb6cb2f1bdd3d393017,U4d9f54836b8d13fec6ac621b41794b6e,False
,,text,好 辛苦了(讚),2026-09-23T16:10:00.052Z,2026-09-23T16:10:01.191Z,01M37GFXFGTC8HENT9KKWR35ZC,633085722282688990,group,,C2c549064704ebbb6cb2f1bdd3d393017,U2b2b4c7ce3e093215de5a26b0f1060d1,False
,,text,完成之後會通知 再麻煩了,2026-09-23T16:10:04.915Z,2026-09-23T16:10:05.661Z,01M37GG1VVGTNQGGS6TWSGT2DJ,633085730637742354,group,,C2c549064704ebbb6cb2f1bdd3d393017,U4d9f54836b8d13fec6ac621b41794b6e,False
,,text,出發前會再跟您確認,2026-09-23T16:10:10.680Z,2026-09-23T16:10:11.519Z,01M37GG7K8G8XMJYT9JK7KJEKR,633085740116607335,group,,C2c549064704ebbb6cb2f1bdd3d393017,U2b2b4c7ce3e093215de5a26b0f1060d1,False
,,text,好的,2026-09-23T16:11:08.160Z,2026-09-23T16:11:09.530Z,01M37GHZZQ924S3THGGHC4PZF6,633085836652446037,group,,C2c549064704ebbb6cb2f1bdd3d393017,U4d9f54836b8d13fec6ac621b41794b6e,False
,,text,辛苦工班同仁了,2026-09-23T16:11:17.048Z,2026-09-23T16:11:18.255Z,01M37GJ8NG24A8XNNKGJQHR9DF,633085851718385665,group,,C2c549064704ebbb6cb2f1bdd3d393017,U4d9f54836b8d13fec6ac621b41794b6e,False
,,text,昨天工班遇到的問題 資料都有填但是送不出去,2026-09-24T01:25:20.924Z,2026-09-24T01:25:21.947Z,01M38G8S18F1A3F02KVZ4CDCEG,633141625392726244,group,,C2c549064704ebbb6cb2f1bdd3d393017,U2389a03efb3d070d6c24ac565496ee6d,False
,,video,,2026-09-24T01:25:21.634Z,2026-09-24T01:25:23.664Z,01M38G8SK8XAFMM2EST22KGWW2,633141626063028498,group,,C2c549064704ebbb6cb2f1bdd3d393017,U2389a03efb3d070d6c24ac565496ee6d,False
,,text, 想問一下這是發生什麼狀況,2026-09-24T01:26:00.010Z,2026-09-24T01:26:01.011Z,01M38G9ZBS3DKCY03XAP7PDKE9,633141691141849192,group,,C2c549064704ebbb6cb2f1bdd3d393017,U2389a03efb3d070d6c24ac565496ee6d,False
,,text,先幫我在有照片的地方全部螢幕截圖起來,2026-09-24T01:26:38.935Z,2026-09-24T01:26:41.361Z,01M38GB5CHHNV2NNQV1CAWSRGT,633141756540223762,group,,C2c549064704ebbb6cb2f1bdd3d393017,U4d9f54836b8d13fec6ac621b41794b6e,False
,,text,截完圖後 麻煩截圖一下登錄頁跟提供帳號給我,2026-09-24T01:27:35.811Z,2026-09-24T01:27:37.115Z,01M38GCX2EEYV0XAJEZ947XMSN,633141851699806989,group,,C2c549064704ebbb6cb2f1bdd3d393017,U4d9f54836b8d13fec6ac621b41794b6e,False
,,text,晚點我在請工班截圖,2026-09-24T01:30:21.260Z,2026-09-24T01:30:22.299Z,01M38GHYC7FJWAHSDZP7WBVEYD,633142129413063083,group,,C2c549064704ebbb6cb2f1bdd3d393017,U2389a03efb3d070d6c24ac565496ee6d,False
,,text,好,2026-09-24T01:32:15.281Z,2026-09-24T01:32:16.559Z,01M38GNDX4DGNXN9D0EJ3D31TB,633142320824320495,group,,C2c549064704ebbb6cb2f1bdd3d393017,U4d9f54836b8d13fec6ac621b41794b6e,False
,,text,這個先截,2026-09-24T01:32:21.894Z,2026-09-24T01:32:22.632Z,01M38GNM3ZHKR0A8PJR28A8N4Z,633142331881030043,group,,C2c549064704ebbb6cb2f1bdd3d393017,U4d9f54836b8d13fec6ac621b41794b6e,False
,,text,@林郁翔 Alan 影片可以先給工程師確認,2026-09-24T01:32:44.965Z,2026-09-24T01:32:46.252Z,01M38GPARRH56RZTWAFQMZW5C6,633142370350924206,group,,C2c549064704ebbb6cb2f1bdd3d393017,Ud91ad07f8e981417cb5a4a17c0bb79a9,False
,,text,我怕是因為版本還沒更新，照片不會儲存,2026-09-24T01:33:59.249Z,2026-09-24T01:34:00.583Z,01M38GRKJCTP9QTYVJDDTJVNS0,633142494955307100,group,,C2c549064704ebbb6cb2f1bdd3d393017,U4d9f54836b8d13fec6ac621b41794b6e,False
,,text,收到,2026-09-24T01:34:00.706Z,2026-09-24T01:34:02.094Z,01M38GRMYE3GV7D4KCW4H5X212,633142497573077555,group,,C2c549064704ebbb6cb2f1bdd3d393017,U4d9f54836b8d13fec6ac621b41794b6e,False
,,text,再麻煩提供給我帳號、操作時間跟單號，我請工程師確認,2026-09-24T01:39:48.986Z,2026-09-24T01:39:50.319Z,01M38H390MRKZ6R5DZVS874BSK,633143081872392535,group,,C2c549064704ebbb6cb2f1bdd3d393017,U4d9f54836b8d13fec6ac621b41794b6e,False
,,text,好收到,2026-09-24T01:40:06.768Z,2026-09-24T01:40:08.048Z,01M38H3TFC0GFTNCWMZP0CV3FD,633143111601619067,group,,C2c549064704ebbb6cb2f1bdd3d393017,U2389a03efb3d070d6c24ac565496ee6d,False
,,image,,2026-09-24T01:44:49.438Z,2026-09-24T01:44:50.794Z,01M38HCEGQ89YYV3DTPHTEHB4Q,633143585759559734,group,,C2c549064704ebbb6cb2f1bdd3d393017,U2389a03efb3d070d6c24ac565496ee6d,False
換裝APP報修小組,林郁翔 Alan,text,收到,2026-09-24T01:48:06.418Z,2026-09-24T01:48:08.893Z,01M38HJEW94D7BPGT0X71746JV,633143916589220318,group,,C2c549064704ebbb6cb2f1bdd3d393017,U4d9f54836b8d13fec6ac621b41794b6e,False
換裝APP報修小組,林郁翔 Alan,text,今天有空的時候先麻煩工班同仁們先更新 App,2026-09-24T01:48:41.394Z,2026-09-24T01:48:42.643Z,01M38HKH1D9788TYB30FN44C3M,633143975225590307,group,,C2c549064704ebbb6cb2f1bdd3d393017,U4d9f54836b8d13fec6ac621b41794b6e,False
換裝APP報修小組,Kai小愷,text,有請工班要記得更新了,2026-09-24T01:49:00.634Z,2026-09-24T01:49:01.835Z,01M38HM3EAT7DQBAF85B575VVC,633144007371522475,group,,C2c549064704ebbb6cb2f1bdd3d393017,U2389a03efb3d070d6c24ac565496ee6d,False
換裝APP報修小組,林郁翔 Alan,image,,2026-09-24T01:49:07.674Z,2026-09-24T01:49:09.081Z,01M38HMAPGEH064HF2YYPV4G5Z,633144019148341368,group,,C2c549064704ebbb6cb2f1bdd3d393017,U4d9f54836b8d13fec6ac621b41794b6e,False
換裝APP報修小組,林郁翔 Alan,text,近期有修正幾個錯誤，之後更新會同步更版在這邊，我會再發訊息確認,2026-09-24T01:49:26.276Z,2026-09-24T01:49:27.463Z,01M38HMWRJVFW4B9SX094YF90S,633144050572067471,group,,C2c549064704ebbb6cb2f1bdd3d393017,U4d9f54836b8d13fec6ac621b41794b6e,False
換裝APP報修小組,Kai小愷,text,好感謝,2026-09-24T01:49:38.736Z,2026-09-24T01:49:39.857Z,01M38HN8V38X3H53YZDWN4VXE5,633144071191789947,group,,C2c549064704ebbb6cb2f1bdd3d393017,U2389a03efb3d070d6c24ac565496ee6d,False
換裝APP報修小組,林郁翔 Alan,text,不會~ 辛苦你們了,2026-09-24T01:49:58.121Z,2026-09-24T01:49:59.049Z,01M38HNVM4X4F1MCZTTJAEM9AW,633144103990722817,group,,C2c549064704ebbb6cb2f1bdd3d393017,U4d9f54836b8d13fec6ac621b41794b6e,False
換裝APP報修小組,林郁翔 Alan,text,@胖仙女 @漢 @Yun 帳號資料已經重新建立了，再麻煩確認一下,2026-09-24T02:46:21.578Z,2026-09-24T02:46:22.645Z,01M38MX3RT6CX8P17GKVEH8RXS,633149780511424513,group,,C2c549064704ebbb6cb2f1bdd3d393017,U4d9f54836b8d13fec6ac621b41794b6e,False
換裝APP報修小組,林郁翔 Alan,text,沒問題的話我就會把臨時帳號停掉,2026-09-24T02:46:33.185Z,2026-09-24T02:46:34.457Z,01M38MXFEWPTNZ8VW9F3QERHK5,633149799822524673,group,,C2c549064704ebbb6cb2f1bdd3d393017,U4d9f54836b8d13fec6ac621b41794b6e,False
換裝APP報修小組,胖仙女,text,"請問只驗測 網頁版 是否可登入,這樣可以嗎",2026-09-24T02:48:27.992Z,2026-09-24T02:48:29.689Z,01M38N0Z6BKFNAKJPQ1QD6BBBQ,633149992340554112,group,,C2c549064704ebbb6cb2f1bdd3d393017,U031a5e5b45aef4f97c4f7e38e28ed6e7,False
換裝APP報修小組,胖仙女,text,還是APP也要確認呢,2026-09-24T02:48:37.356Z,2026-09-24T02:48:38.314Z,01M38N18DJZMTQGYN993ZK32SE,633150007976919471,group,,C2c549064704ebbb6cb2f1bdd3d393017,U031a5e5b45aef4f97c4f7e38e28ed6e7,False
換裝APP報修小組,林郁翔 Alan,text,我看這一批的都是工班的帳號，需要使用 App 登入確認,2026-09-24T02:49:34.114Z,2026-09-24T02:49:35.027Z,01M38N2ZRFWGT8ADR84SDMF5WX,633150103523164556,group,,C2c549064704ebbb6cb2f1bdd3d393017,U4d9f54836b8d13fec6ac621b41794b6e,False
換裝APP報修小組,林郁翔 Alan,text,另外版本要記得更新,2026-09-24T02:49:58.425Z,2026-09-24T02:49:59.738Z,01M38N3QTRGHF1NSFKGT386RV4,633150144308576648,group,,C2c549064704ebbb6cb2f1bdd3d393017,U4d9f54836b8d13fec6ac621b41794b6e,False
換裝APP報修小組,林郁翔 Alan,image,,2026-09-24T02:50:24.224Z,2026-09-24T02:50:25.483Z,01M38N4GYC2ZDXCWT6AWNZ9D34,633150187308581052,group,,C2c549064704ebbb6cb2f1bdd3d393017,U4d9f54836b8d13fec6ac621b41794b6e,False
換裝APP報修小組,林郁翔 Alan,text,右下角這邊可以看到版本號，需要確認是否和記事本的版本一致,2026-09-24T02:50:41.164Z,2026-09-24T02:50:42.320Z,01M38N51HWS49YBRG3CTJ79W0B,633150215880180124,group,,C2c549064704ebbb6cb2f1bdd3d393017,U4d9f54836b8d13fec6ac621b41794b6e,False
換裝APP報修小組,胖仙女,text,"收到,確認後回覆",2026-09-24T02:51:20.668Z,2026-09-24T02:51:21.939Z,01M38N686S9XPXW7SD3M5JGYGJ,633150282234331716,group,,C2c549064704ebbb6cb2f1bdd3d393017,U031a5e5b45aef4f97c4f7e38e28ed6e7,False
北市路燈遠傳x思納捷(系統),林郁翔 Alan,text,@胖仙女 Ivy 能麻煩妳拍昨天會議的簽到表給我嗎~,2026-09-24T02:58:36.500Z,2026-09-24T02:58:38.528Z,01M38NKHCCJRMK1WSCY1GYN3SE,633151013452251738,group,,Cfec5c4c8dd0e73b6fd430ca93880222e,U4d9f54836b8d13fec6ac621b41794b6e,False
北市路燈遠傳x思納捷(系統),胖仙女,text,我晚點寄MAIL哦,2026-09-24T02:59:18.880Z,2026-09-24T02:59:20.446Z,01M38NMTZ6N88HR2PA04RJJYG6,633151084605210761,group,,Cfec5c4c8dd0e73b6fd430ca93880222e,U031a5e5b45aef4f97c4f7e38e28ed6e7,False
北市路燈遠傳x思納捷(系統),林郁翔 Alan,text,好的,2026-09-24T02:59:24.390Z,2026-09-24T02:59:25.480Z,01M38NN0DS7ARYGN04MJD4VW1A,633151093849456761,group,,Cfec5c4c8dd0e73b6fd430ca93880222e,U4d9f54836b8d13fec6ac621b41794b6e,False
遠傳PCM,林郁翔 Alan,image,,2026-09-24T04:15:43.736Z,2026-09-24T04:15:45.724Z,01M38T0R67B0AG643E1W6XJYRN,633158776555831876,group,,Cea8cb45c6363653e649feeb7314a3726,U4d9f54836b8d13fec6ac621b41794b6e,False
遠傳PCM,林郁翔 Alan,image,,2026-09-24T04:15:44.133Z,2026-09-24T04:15:46.558Z,01M38T0RRS3QA6BYAEB4MBXXEF,633158777059148374,group,,Cea8cb45c6363653e649feeb7314a3726,U4d9f54836b8d13fec6ac621b41794b6e,False
遠傳PCM,林郁翔 Alan,image,,2026-09-24T04:15:44.679Z,2026-09-24T04:15:47.636Z,01M38T0S41P7QFNPYAVK6KQ7E5,633158777276990057,group,,Cea8cb45c6363653e649feeb7314a3726,U4d9f54836b8d13fec6ac621b41794b6e,False
遠傳PCM,林郁翔 Alan,text,@Albert-yang楊 南區換裝單及照片,2026-09-24T04:16:03.203Z,2026-09-24T04:16:04.576Z,01M38T1BHGGQK1TD7SW5HNGJ6V,633158809304695076,group,,Cea8cb45c6363653e649feeb7314a3726,U4d9f54836b8d13fec6ac621b41794b6e,False
遠傳PCM,林郁翔 Alan,text,北區目前尚無送審的換裝單,2026-09-24T04:16:51.113Z,2026-09-24T04:16:52.659Z,01M38T2TCN2ENH2T0TH6X02V0D,633158889684599364,group,,Cea8cb45c6363653e649feeb7314a3726,U4d9f54836b8d13fec6ac621b41794b6e,False
北市路燈遠傳x思納捷(系統),林郁翔 Alan,text,請問昨天半夜的時候工班有說去進行換裝，剛剛楊經理致電過來關心換裝單的上傳狀況,2026-09-24T04:25:22.174Z,2026-09-24T04:25:23.732Z,01M38TJDFPJTYWYH4F5M5TCPTQ,633159747017113792,group,,Cfec5c4c8dd0e73b6fd430ca93880222e,U4d9f54836b8d13fec6ac621b41794b6e,False
北市路燈遠傳x思納捷(系統),林郁翔 Alan,text,目前在後台沒有看到單，請問是在操作上有遇到什麼狀況嗎？,2026-09-24T04:25:44.730Z,2026-09-24T04:25:45.866Z,01M38TK37DZD0ZPNPKNE5CFHCF,633159785017770240,group,,Cfec5c4c8dd0e73b6fd430ca93880222e,U4d9f54836b8d13fec6ac621b41794b6e,False
北市路燈遠傳x思納捷(系統),胖仙女,text, 確認後回覆,2026-09-24T04:28:05.482Z,2026-09-24T04:28:06.996Z,01M38TQCZ69XQ35XVFJM0GNGGW,633160020938719285,group,,Cfec5c4c8dd0e73b6fd430ca93880222e,U031a5e5b45aef4f97c4f7e38e28ed6e7,False
北市路燈遠傳x思納捷(系統),胖仙女,image,,2026-09-24T09:25:22.704Z,2026-09-24T09:25:25.589Z,01M39BQR4C5WQ05N618XXX26GD,633189946374488627,group,,Cfec5c4c8dd0e73b6fd430ca93880222e,U031a5e5b45aef4f97c4f7e38e28ed6e7,False
北市路燈遠傳x思納捷(系統),胖仙女,text,"@Andy @Julia Lee 佩玲 @Michelle Pan @林郁翔 Alan ,9/29 09:30 機關月會,請問你們都會到場嗎",2026-09-24T09:26:06.682Z,2026-09-24T09:26:07.882Z,01M39BS2VPJD26PD4H06S30CF8,633190020832559225,group,,Cfec5c4c8dd0e73b6fd430ca93880222e,U031a5e5b45aef4f97c4f7e38e28ed6e7,False
北市路燈遠傳x思納捷(系統),林郁翔 Alan,text,請問目前除了平台計畫書外，還有我們這邊需要協助報告的事項嗎,2026-09-24T09:33:42.826Z,2026-09-24T09:33:44.625Z,01M39C70H5A7TED7YAM08S6BAP,633190786108490444,group,,Cfec5c4c8dd0e73b6fd430ca93880222e,U4d9f54836b8d13fec6ac621b41794b6e,False
北市路燈遠傳x思納捷(系統),林郁翔 Alan,text,目前的進度是 09/23 需求訪談完，預計下周著手進行計畫書內容調整,2026-09-24T09:35:02.002Z,2026-09-24T09:35:03.439Z,01M39C9DVDCRHWHACXSSRBK8ZH,633190918665011203,group,,Cfec5c4c8dd0e73b6fd430ca93880222e,U4d9f54836b8d13fec6ac621b41794b6e,False
北市路燈遠傳x思納捷(系統),林郁翔 Alan,text,另外上次楊經理和總工對計劃書交付形式認知不同的部分，是否有後續決議呢？還是這部分會於下週二的會議進行討論？,2026-09-24T09:38:59.711Z,2026-09-24T09:39:00.801Z,01M39CGNRWB4K630NM7G2EVQSX,633191317761687672,group,,Cfec5c4c8dd0e73b6fd430ca93880222e,U4d9f54836b8d13fec6ac621b41794b6e,False
換裝APP報修小組,Kai小愷,image,,2026-09-24T09:49:02.013Z,2026-09-24T09:49:04.909Z,01M39D325S5Q4DXQXRM8PNK2ZD,633192327699234836,group,,C2c549064704ebbb6cb2f1bdd3d393017,U2389a03efb3d070d6c24ac565496ee6d,False
換裝APP報修小組,Kai小愷,text,工班突然登不進去,2026-09-24T09:49:16.143Z,2026-09-24T09:49:16.973Z,01M39D3FMKVASQDWSZEWZMNZYY,633192351623807477,group,,C2c549064704ebbb6cb2f1bdd3d393017,U2389a03efb3d070d6c24ac565496ee6d,False
換裝APP報修小組,Kai小愷,text,換到一半,2026-09-24T09:49:19.125Z,2026-09-24T09:49:19.703Z,01M39D3JD99X3NSA3CMG33JG9S,633192356825006609,group,,C2c549064704ebbb6cb2f1bdd3d393017,U2389a03efb3d070d6c24ac565496ee6d,False
換裝APP報修小組,林郁翔 Alan,text,馬上確認 稍等一下,2026-09-24T09:49:42.394Z,2026-09-24T09:49:44.763Z,01M39D49KK1SC08VJXARNGQ0ZW,633192395814994195,group,,C2c549064704ebbb6cb2f1bdd3d393017,U4d9f54836b8d13fec6ac621b41794b6e,False
換裝APP報修小組,Kai小愷,text,想問一下這是什麼問題,2026-09-24T09:49:42.466Z,2026-09-24T09:49:45.706Z,01M39D49NWSCNGAN4SMFXKRENY,633192395798217101,group,,C2c549064704ebbb6cb2f1bdd3d393017,U2389a03efb3d070d6c24ac565496ee6d,False
換裝APP報修小組,林郁翔 Alan,text,@Zhen-Ru Liu 需要麻煩你幫我確認下 我目前這邊登入正常,2026-09-24T09:53:54.008Z,2026-09-24T09:53:55.132Z,01M39DBZ448R2CHY410X7P8WR3,633192817862639842,group,,C2c549064704ebbb6cb2f1bdd3d393017,U4d9f54836b8d13fec6ac621b41794b6e,False
北市路燈遠傳x思納捷(系統),Julia Lee 佩玲,text,"上面的議題 我們不會出席喔,還是有需要我們協助的？",2026-09-24T09:54:12.140Z,2026-09-24T09:54:13.530Z,01M39DCGME2Z94AE094ECT0PPX,633192848346841608,group,,Cfec5c4c8dd0e73b6fd430ca93880222e,U50057cf4d487cf366b7c7016f04c8e4d,False
換裝APP報修小組,Zhen-Ru Liu,text,@Kai小愷 請問工班現在可以登入嗎,2026-09-24T09:54:30.441Z,2026-09-24T09:54:32.305Z,01M39DD2PS1QTY07X5T4MEZCSG,633192879099215909,group,,C2c549064704ebbb6cb2f1bdd3d393017,Ucaf3942f9bd1387c753bcc4791fb1ab8,False
換裝APP報修小組,Kai小愷,text, 我問一下喔,2026-09-24T09:55:14.077Z,2026-09-24T09:55:15.305Z,01M39DEDFPCGA3WQH0AG646V8N,633192952432165087,group,,C2c549064704ebbb6cb2f1bdd3d393017,U2389a03efb3d070d6c24ac565496ee6d,False
換裝APP報修小組,Kai小愷,text,還是不行一直在轉圈圈,2026-09-24T09:57:41.003Z,2026-09-24T09:57:42.111Z,01M39DJWHP4R59WP6WTSBD8JQD,633193198923547000,group,,C2c549064704ebbb6cb2f1bdd3d393017,U2389a03efb3d070d6c24ac565496ee6d,False
換裝APP報修小組,Kai小愷,image,,2026-09-24T09:57:51.562Z,2026-09-24T09:57:52.749Z,01M39DK70C2SSD19GP6TBCQP6C,633193216371327707,group,,C2c549064704ebbb6cb2f1bdd3d393017,U2389a03efb3d070d6c24ac565496ee6d,False
換裝APP報修小組,陳慧娟,image,,2026-09-24T10:01:38.961Z,2026-09-24T10:01:40.998Z,01M39DT577R24MCCQXYFP3FN5M,633193597650338202,group,,C2c549064704ebbb6cb2f1bdd3d393017,U9aa87aef88d21f42c7f180ce10320b5d,False
換裝APP報修小組,林郁翔 Alan,text,在排查中，稍等我們一下,2026-09-24T10:01:40.370Z,2026-09-24T10:01:42.284Z,01M39DT6QPVA78DX98BN8V97BA,633193600418578697,group,,C2c549064704ebbb6cb2f1bdd3d393017,U4d9f54836b8d13fec6ac621b41794b6e,False
北市路燈遠傳x思納捷(系統),胖仙女,text,"計劃書的進度,我是跟到「9/1 Julia mail請技師確認內容」,不過技師一直沒回覆,請問Alan下週是要新增內容嗎",2026-09-24T10:01:47.091Z,2026-09-24T10:01:47.952Z,01M39DTD1T4RSTD440C7Y7RP5Y,633193611794317518,group,,Cfec5c4c8dd0e73b6fd430ca93880222e,U031a5e5b45aef4f97c4f7e38e28ed6e7,False
北市路燈遠傳x思納捷(系統),胖仙女,text,請問 是什麼部分 認知不同？,2026-09-24T10:02:56.466Z,2026-09-24T10:02:57.789Z,01M39DWGZWXSKSAGJECQ80F0XY,633193727976014464,group,,Cfec5c4c8dd0e73b6fd430ca93880222e,U031a5e5b45aef4f97c4f7e38e28ed6e7,False
北市路燈遠傳x思納捷(系統),林郁翔 Alan,text,下周會根據 0924 需求訪談進行內容的調整,2026-09-24T10:03:02.036Z,2026-09-24T10:03:03.070Z,01M39DWPBP09ATSJ7R4KYEA8A4,633193737573106481,group,,Cfec5c4c8dd0e73b6fd430ca93880222e,U4d9f54836b8d13fec6ac621b41794b6e,False
北市路燈遠傳x思納捷(系統),胖仙女,text,了解,2026-09-24T10:03:16.709Z,2026-09-24T10:03:17.447Z,01M39DX4C4T7EJ9386HGA0B7J9,633193762017247490,group,,Cfec5c4c8dd0e73b6fd430ca93880222e,U031a5e5b45aef4f97c4f7e38e28ed6e7,False
北市路燈遠傳x思納捷(系統),林郁翔 Alan,text,"總工會議上提到計劃書交付較 rough 的版本即可,但之前楊經理和我們提到的是依照每次需求訪談進行更版",2026-09-24T10:04:20.314Z,2026-09-24T10:04:21.707Z,01M39DZ2Y4FV7ZR6MPAPTGHCXP,633193868586385770,group,,Cfec5c4c8dd0e73b6fd430ca93880222e,U4d9f54836b8d13fec6ac621b41794b6e,False
